episode,timestep,reward
7844,1824000,249.4755
7853,1826000,247.0016
7865,1828000,279.6162
7876,1830000,251.1774
7887,1832000,262.414
7894,1834000,264.5293
7899,1836000,270.2052
7906,1838000,267.5866
7915,1840000,240.3195
7926,1842000,269.71
7933,1844000,187.4782
7945,1846000,210.3983
7952,1848000,287.6824
7963,1850000,251.9368
7974,1852000,258.9523
7986,1854000,196.3108
7998,1856000,233.8604
8010,1858000,228.162
8023,1860000,187.1989
8033,1862000,207.3055
8045,1864000,208.3143
8056,1866000,227.7013
8067,1868000,253.8499
8072,1870000,266.3157
8076,1872000,168.3969
8082,1874000,222.7939
8091,1876000,274.8671
8099,1878000,213.0515
8108,1880000,255.8652
8118,1882000,252.087
8129,1884000,277.0957
8132,1886000,230.2212
8134,1888000,189.5888
8136,1890000,247.242
8139,1892000,183.6781
8145,1894000,194.5757
8148,1896000,208.3801
8150,1898000,129.3022
8159,1900000,259.5386
8166,1902000,257.3844
8168,1904000,140.1526
8176,1906000,142.6486
8186,1908000,264.2723
8191,1910000,238.7979
8200,1912000,271.9328
8212,1914000,259.0985
8221,1916000,281.9955
8231,1918000,229.5566
8236,1920000,188.5224
8242,1922000,210.8805
8249,1924000,265.4412
8255,1926000,260.4572
8261,1928000,263.3059
8270,1930000,273.1751
8278,1932000,285.0922
8288,1934000,185.228
8295,1936000,217.9511
8298,1938000,15.2693
8307,1940000,255.4133
8314,1942000,260.3965
8325,1944000,193.2015
8334,1946000,224.7697
8343,1948000,287.4558
8353,1950000,257.798
8361,1952000,267.5401
8371,1954000,260.1452
8378,1956000,271.318
8389,1958000,222.741
8399,1960000,287.2355
8404,1962000,281.3266
8413,1964000,286.5257
8421,1966000,245.5696
8427,1968000,262.1242
8434,1970000,216.178
8441,1972000,270.2097
8448,1974000,289.0343
8457,1976000,251.6417
8466,1978000,222.4106
8477,1980000,223.6683
8485,1982000,225.4071
8490,1984000,242.2255
8496,1986000,218.194
8502,1988000,247.7455
8509,1990000,231.208
8518,1992000,277.0244
8526,1994000,209.0136
8532,1996000,194.1521
8538,1998000,242.2545
8545,2000000,211.9522
8552,2002000,255.799
8560,2004000,230.3659
8570,2006000,231.4191
8581,2008000,280.617
8590,2010000,228.3526
8596,2012000,218.2351
8601,2014000,279.2048
8605,2016000,230.018
8616,2018000,268.1276
8625,2020000,284.0527
8637,2022000,173.3462
8648,2024000,159.7887
8660,2026000,177.9855
8672,2028000,211.0181
8683,2030000,208.2553
8692,2032000,238.5237
8704,2034000,218.9716
8712,2036000,284.4501
8721,2038000,187.2507
8730,2040000,258.3553
8742,2042000,235.3291
8748,2044000,290.1028
8759,2046000,252.5532
8765,2048000,282.7756
8774,2050000,196.1493
8784,2052000,224.2887
8790,2054000,176.7377
8799,2056000,208.0195
8803,2058000,216.5651
8813,2060000,201.2651
8824,2062000,257.4908
